ccode,year,outputgap,CAPB,primarybalance,cyclicalcomponent,diffoutputgap,diffCAPB,diffprimarybalance,diffcyclicalcomponent,realGDP_growth,PDebt,FinancialCrisis,EuroCrisis,CovidCrisis,CovidOne,CovidTwo,US_outputgap_instrument,CAB,fiscalbalance,difffiscalbalance,diffCAB,Election,inflation,rGDP,TaxRev
POL,2013,-2.0250213,-3.2146,-0.390092427,-0.863740528,-1.6384221,0.3833,-0.129821064,-0.513121064,1.119473829,56.5401,0,0,0,0,0,-3,-3.2146,-4.078340528,-0.369373398,0.3833,0,0.99198265,1671.441,38.7522742
POL,2014,-1.827787,-2.7337,-0.390388976,-0.810905567,0.1972343,0.4809,-0.000296549,-0.481196549,3.322761454,51.0686,0,0,0,0,0,-2.46,-2.7337,-3.544605567,0.533734961,0.4809,0,0.053821292,1727.912,38.9936269
POL,2015,-0.856127,-2.169,-0.198618898,-0.405002361,0.97166,0.5647,0.191770078,-0.372929922,4.149050877,51.2693,0,0,0,0,0,-1.6,-2.169,-2.574002361,0.970603205,0.5647,1,-0.874125859,1801.112,39.0792855
POL,2016,-0.6018529,-2.0855,-0.155176233,-0.293380931,0.2542741,0.0835,0.043442665,-0.040057335,3.093383488,54.2006,0,0,0,0,0,-1.77,-2.0855,-2.378880931,0.195121431,0.0835,0,-0.6647673,1857.698,38.7210643
POL,2017,0.8968103,-1.9346,0.019168687,0.401488448,1.4986632,0.1509,0.17434492,0.02344492,4.717606226,50.6173,0,0,0,0,0,-1.42,-1.9346,-1.533111552,0.845769379,0.1509,0,2.075935541,1947.437,39.7846555
POL,2018,2.4733793,-1.479,0.297576737,1.219632192,1.576569,0.4556,0.27840805,-0.17719195,5.215310651,48.8188,0,0,0,0,0,-0.46,-1.479,-0.259367808,1.273743744,0.4556,0,1.812951494,2051.697,41.2907514
POL,2019,3.2148206,-2.3412,0.162313477,1.529476525,0.7414413,-0.8622,-0.13526326,0.72693674,4.635816312,45.6072,0,0,0,0,0,-0.1,-2.3412,-0.811723475,-0.552355667,-0.8622,1,2.227478811,2149.049,41.0351653
POL,2020,-2.5092884,-5.66,-1.369008427,-1.835478605,-5.724109,-3.3188,-1.531321904,1.787478096,-2.173565557,57.1424,0,0,1,1,0,-5.17,-5.66,-7.495478605,-6.68375513,-3.3188,0,3.374469764,2102.842,41.3004982
POL,2021,-0.6136358,-1.5628,-0.194661484,-0.623571581,1.8956526,4.0972,1.174346943,-2.922853057,5.770997537,53.7908,0,0,1,0,1,-1.53,-1.5628,-2.186371581,5.309107023,4.0972,0,5.055027033,2227.767,42.3305535
PRT,1995,-1.0344383,-4.6221,0.225789939,1.42412595,NA,NA,NA,NA,2.281037007,62.2148,0,0,0,0,0,-0.45,-4.6221,-3.19797405,NA,NA,1,4.222816109,142.678,37.4494657
PRT,1996,-0.275141,-4.5896,0.059600784,1.571028947,0.7592973,0.0325,-0.166189155,-0.198689155,3.444253056,63.3122,0,0,0,0,0,-0.23,-4.5896,-3.018571053,0.179402997,0.0325,0,3.068977337,147.6778,38.4114989
PRT,1997,0.852279,-4.1641,0.085122388,1.683638967,1.12742,0.4255,0.025521604,-0.399978396,4.306777089,58.7155,0,0,0,0,0,0.42,-4.1641,-2.480461033,0.53811002,0.4255,0,2.336862898,154.1769,38.7534721
PRT,1998,1.9202084,-5.4206,-0.87101289,2.339032776,1.0679294,-1.2565,-0.956135279,0.300364721,4.695976197,55.6157,0,0,0,0,0,0.93,-5.4206,-3.081567224,-0.601106191,-1.2565,0,2.572752258,161.5897,38.3230756
PRT,1999,2.3805052,-4.3122,-0.062640893,2.101341717,0.4602968,1.1084,0.808371997,-0.300028003,3.832185619,55.4056,0,0,0,0,0,1.67,-4.3122,-2.210858283,0.870708941,1.1084,1,2.340094924,167.9023,39.533956
PRT,2000,2.8804184,-4.7659,-0.156956138,2.328266648,0.4999132,-0.4537,-0.094315245,0.359384755,3.745191323,54.1931,0,0,0,0,0,1.8,-4.7659,-2.437633352,-0.226775069,-0.4537,0,2.853030455,174.3098,39.4451092
PRT,2001,1.9870535,-5.8589,-1.402170395,2.12634477,-0.8933649,-1.093,-1.245214256,-0.152214256,1.925017882,57.3802,0,0,0,0,0,-0.78,-5.8589,-3.73255523,-1.294921878,-1.093,0,4.369903231,177.6978,39.3404353
PRT,2002,0.7014656,-3.7118,-0.398126424,1.038709623,-1.2855879,2.1471,1.00404397,-1.14305603,0.767959196,60.0437,0,0,0,0,0,-2.05,-3.7118,-2.673090377,1.059464853,2.1471,1,3.600346657,179.0677,40.3997257
PRT,2003,-1.5552624,-4.8193,-2.42876272,0.23468733,-2.256728,-1.1075,-2.030636295,-0.923136295,-0.934842132,63.8973,0,0,0,0,0,-1.87,-4.8193,-4.58461267,-1.911522293,-1.1075,0,3.218990941,177.4015,39.7114122
PRT,2004,-1.0604824,-5.613,-3.016357442,0.454729394,0.49478,-0.7937,-0.587594722,0.206105278,1.772901727,67.0995,0,0,0,0,0,-0.49,-5.613,-5.158270606,-0.573657937,-0.7937,0,2.365361998,180.5747,40.0489621
PRT,2005,-1.1414734,-5.5162,-3.068334784,0.236230333,-0.080991,0.0968,-0.051977342,-0.148777342,0.778796593,72.2491,0,0,0,0,0,0.67,-5.5162,-5.279969667,-0.12169906,0.0968,1,2.277163898,181.9865,40.6332721
PRT,2006,-0.4029813,-3.9637,-1.251565763,0.22067256,0.7384921,1.5525,1.816769021,0.264269021,1.612002735,73.6794,0,0,0,0,0,1.23,-3.9637,-3.74302744,1.536942227,1.5525,0,3.107665467,184.9439,41.0652755
PRT,2007,1.3762497,-3.6396,0.063527373,0.919013495,1.779231,0.3241,1.315093137,0.990993137,2.475645325,72.728,0,0,0,0,0,1.1,-3.6396,-2.720586505,1.022440935,0.3241,0,2.453965334,189.5796,41.6137424
PRT,2008,1.118405,-4.3013,-0.552144206,0.7783235,-0.2578447,-0.6617,-0.615671579,0.046028421,0.318776775,75.6425,1,0,0,0,0,-0.79,-4.3013,-3.5229765,-0.802389995,-0.6617,0,2.588506574,190.1849,41.6411292
PRT,2009,-1.7720607,-8.9192,-6.439454926,-0.313623837,-2.8904657,-4.6179,-5.887310721,-1.269410721,-3.171896538,87.7991,1,0,0,0,0,-4.97,-8.9192,-9.232823837,-5.709847337,-4.6179,1,-0.835530032,184.2471,40.3504198
PRT,2010,0.0674341,-11.4347,-8.109103935,0.505547411,1.8394948,-2.5155,-1.669649008,0.845850992,1.722741651,100.2145,0,0,0,0,0,-3.84,-11.4347,-10.92915259,-1.696328752,-2.5155,0,1.402572898,187.4487,40.5002528
PRT,2011,-1.0425568,-7.1023,-3.160588065,-0.144677347,-1.1099909,4.3324,4.948515869,0.616115869,-1.710747609,114.4031,0,1,0,0,0,-3.82,-7.1023,-7.246977347,3.682175242,4.3324,1,3.653010945,184.2692,42.3595868
PRT,2012,-3.7523798,-4.161,-1.196197411,-1.501001444,-2.709823,2.9413,1.964390654,-0.976909346,-4.141874086,129.0351,0,1,0,0,0,-3.19,-4.161,-5.662001444,1.584975903,2.9413,0,2.773338584,176.7929,42.7090862
PRT,2013,-3.8097836,-3.0548,-0.256338163,-1.724345225,-0.0574038,1.1062,0.939859249,-0.166340751,-0.926944373,131.4298,0,0,0,0,0,-3,-3.0548,-4.779145225,0.882856219,1.1062,0,0.274416694,175.1617,44.8169644
PRT,2014,-3.0369958,-5.7221,-2.353538849,-1.269299338,0.7727878,-2.6673,-2.097200686,0.570099314,0.789061019,132.9407,0,0,0,0,0,-2.46,-5.7221,-6.991399338,-2.212254113,-2.6673,0,-0.278153344,176.5493,44.3791577
PRT,2015,-1.7994909,-3.4807,0.133470815,-0.888029383,1.2375049,2.2414,2.487009663,0.245609663,1.776208937,131.1791,0,0,0,0,0,-1.6,-3.4807,-4.368729383,2.622669955,2.2414,1,0.48793858,179.7132,43.7988737
PRT,2016,-0.7650499,-1.5234,2.235544305,-0.429782551,1.034441,1.9573,2.10207349,0.14477349,1.999319603,131.5057,0,0,0,0,0,-1.77,-1.5234,-1.953182551,2.415546832,1.9573,0,0.6073971,183.3424,42.9016899
PRT,2017,1.1825699,-3.5922,0.8566374,0.503885277,1.9476198,-2.0688,-1.378906904,0.689893096,3.446316616,126.1434,0,0,0,0,0,-1.42,-3.5922,-3.088314723,-1.135132172,-2.0688,0,1.368614078,189.7711,42.4120047
PRT,2018,2.4050973,-1.6429,3.245889305,1.267201461,1.2225274,1.9493,2.389251905,0.439951905,2.809489073,121.4814,0,0,0,0,0,-0.46,-1.6429,-0.375698539,2.712616184,1.9493,0,0.993715661,195.1783,42.8914325
PRT,2019,3.5386314,-1.7885,3.394938855,1.916229769,1.1335341,-0.1456,0.14904955,0.29464955,2.647372315,116.6078,0,0,0,0,0,-0.1,-1.7885,0.127729769,0.503428308,-0.1456,1,0.338178428,200.4144,42.5663308
PRT,2020,-6.2776833,-2.4621,-3.009756095,-3.505743347,-9.8163147,-0.6736,-6.40469495,-5.73109495,-8.820252862,135.1813,0,0,1,1,0,-5.17,-2.4621,-5.967843347,-6.095573116,-0.6736,0,-0.012438305,183.4945,43.5013575
PRT,2021,-3.291743,-1.0581,-0.406172001,-1.945459262,2.9859403,1.404,2.603584094,1.199584094,4.765844041,127.4304,0,0,1,0,1,-1.53,-1.0581,-3.003559262,2.964284084,1.404,0,1.265657162,192.4513,45.3196395
SVK,1995,NA,NA,NA,NA,NA,NA,NA,NA,5.679123302,21.5928,0,0,0,0,0,-0.45,NA,NA,NA,NA,0,9.841095645,36.44914,44.8944263
SVK,1996,2.3957307,-10.7284,-3.277936425,5.030082248,NA,NA,NA,NA,6.409981718,30.6356,0,0,0,0,0,-0.23,-10.7284,-5.698317752,NA,NA,0,5.775828016,38.86203,43.4546144
SVK,1997,3.8896333,-7.7481,-1.883914008,3.880594341,1.4939026,2.9803,1.394022417,-1.586277583,5.756948473,32.9889,0,0,0,0,0,0.42,-7.7481,-3.867505659,1.830812093,2.9803,0,6.141989897,41.16495,42.4439128
SVK,1998,3.145123,-6.4953,-1.345137085,3.091860472,-0.7445103,1.2528,0.538776923,-0.714023077,3.995230409,33.9175,0,0,0,0,0,0.93,-6.4953,-3.403439528,0.464066131,1.2528,1,6.665651182,42.84288,40.5537937
SVK,1999,-0.5121059,-6.978,-1.716115588,2.21176259,-3.6572289,-0.4827,-0.370978503,0.111721497,-0.105978054,47.0505,0,0,0,0,0,1.67,-6.978,-4.76623741,-1.362797882,-0.4827,0,10.57044167,42.7975,40.7927637
SVK,2000,-2.2722919,-11.7652,-4.340669709,2.738587168,-1.760186,-4.7872,-2.62455412,2.16264588,1.159742286,50.4519,0,0,0,0,0,1.8,-11.7652,-9.026612832,-4.260375422,-4.7872,0,12.03578054,43.29673,40.141505
SVK,2001,-3.0063409,-6.075,-1.676943762,0.69143087,-0.734049,5.6902,2.663725947,-3.026474053,3.201964772,51.1126,0,0,0,0,0,-0.78,-6.075,-5.38356913,3.643043701,5.6902,0,7.32962025,44.70551,38.0861578
SVK,2002,-2.8264456,-7.1438,-2.554582996,0.761330618,0.1798953,-1.0688,-0.877639234,0.191160766,4.410725586,45.2974,0,0,0,0,0,-2.05,-7.1438,-6.382469382,-0.998900252,-1.0688,1,3.127142247,46.72148,37.2264295
SVK,2003,-1.8078271,-2.4314,-0.366473081,-0.146858237,1.0186185,4.7124,2.188109915,-2.524290085,5.353201481,43.2418,0,0,0,0,0,-1.87,-2.4314,-2.578258237,3.804211145,4.7124,0,8.55414311,49.29073,37.2591521
SVK,2004,-0.8624282,-1.9856,-0.091171584,-0.055869383,0.9453989,0.4458,0.275301496,-0.170498504,5.144247967,41.715,0,0,0,0,0,-0.49,-1.9856,-2.041469383,0.536788855,0.4458,0,7.548500848,51.89272,35.6057504
SVK,2005,-0.2701123,-2.7714,-0.817616615,0.155793238,0.5923159,-0.7858,-0.726445031,0.059354969,6.413331238,34.7318,0,0,0,0,0,0.67,-2.7714,-2.615606762,-0.574137379,-0.7858,0,2.70908497,55.32981,36.8516921
SVK,2006,1.691475,-4.2229,-1.640769642,0.806230778,1.9615873,-1.4515,-0.823153026,0.628346974,8.151712193,31.427,0,0,0,0,0,1.23,-4.2229,-3.416669222,-0.80106246,-1.4515,1,4.483331198,60.02907,35.2422925
SVK,2007,5.8711077,-4.2873,-0.574264758,2.226446353,4.1796327,-0.0644,1.066504883,1.130904883,10.28455227,30.3454,0,0,0,0,0,1.1,-4.2873,-2.060853647,1.355815575,-0.0644,0,2.756723632,66.53143,34.3302722
SVK,2008,5.4984387,-4.6183,-1.171858068,2.018661822,-0.372669,-0.331,-0.597593309,-0.266593309,5.42504578,28.5988,1,0,0,0,0,-0.79,-4.6183,-2.599638178,-0.538784531,-0.331,0,4.598179782,70.24049,34.4709248
SVK,2009,-2.9246279,-7.0351,-6.27067521,-0.600362004,-8.4230666,-2.4168,-5.098817142,-2.682017142,-5.609971446,36.3609,1,0,0,0,0,-4.97,-7.0351,-7.635462004,-5.035823826,-2.4168,0,1.615104723,66.40851,36.2582283
SVK,2010,-0.004386,-7.5009,-6.027421673,0.221347741,2.9202419,-0.4658,0.243253538,0.709053538,6.103183078,40.7766,0,0,0,0,0,-3.84,-7.5009,-7.279552259,0.355909744,-0.4658,1,0.957018133,70.58778,34.8054193
SVK,2011,-1.3290617,-3.8157,-2.700498588,-0.39170363,-1.3246757,3.6852,3.326923084,-0.358276916,2.603217362,43.3424,0,1,0,0,0,-3.82,-3.8157,-4.20740363,3.072148629,3.6852,0,3.91928599,72.44946,37.2110228
SVK,2012,-2.2341697,-3.5177,-2.520116397,-0.749429942,-0.905108,0.298,0.180382191,-0.117617809,1.349088327,51.9325,0,1,0,0,0,-3.19,-3.5177,-4.267129942,-0.059726311,0.298,1,3.606102544,73.43349,36.9015131
SVK,2013,-3.3997499,-1.5933,-0.948446494,-1.208518974,-1.1655802,1.9244,1.571669903,-0.352730097,0.652635067,54.8956,0,0,0,0,0,-3,-1.5933,-2.801818974,1.465310967,1.9244,0,1.400473734,73.91431,39.7433267
SVK,2014,-2.6303133,-2.1126,-1.145152849,-0.926765286,0.7694366,-0.5193,-0.196706355,0.322593645,2.687933697,53.6766,0,0,0,0,0,-2.46,-2.1126,-3.039365286,-0.237546312,-0.5193,0,-0.076165342,75.92802,40.2909715
SVK,2015,-0.3202038,-2.551,-0.898661148,-0.113403096,2.3101095,-0.4384,0.246491701,0.684891701,5.084174515,51.8392,0,0,0,0,0,-1.6,-2.551,-2.664403096,0.37496219,-0.4384,0,-0.32521977,79.88815,43.026231
SVK,2016,-0.2816937,-2.4751,-0.880612324,-0.086846066,0.0385101,0.0759,0.018048824,-0.057851176,1.913255701,52.4368,0,0,0,0,0,-1.77,-2.4751,-2.561946066,0.10245703,0.0759,1,-0.5200102,81.43133,40.0951067
SVK,2017,0.8241438,-1.2963,0.469769641,0.299037437,1.1058375,1.1788,1.350381965,0.171581965,2.936647328,51.5999,0,0,0,0,0,-1.42,-1.2963,-0.997262563,1.564683503,1.1788,0,1.311945852,83.85814,38.6187964
SVK,2018,2.4757466,-1.9552,0.358558945,0.889707157,1.6516028,-0.6589,-0.111210696,0.547689304,3.724179588,49.6296,0,0,0,0,0,-0.46,-1.9552,-1.065492843,-0.06823028,-0.6589,0,2.514037157,87.04005,38.8125908
SVK,2019,2.8613999,-2.3861,-0.062241285,0.982365523,0.3856533,-0.4309,-0.42080023,0.01009977,2.572013662,48.1425,0,0,0,0,0,-0.1,-2.3861,-1.403734477,-0.338241634,-0.4309,0,2.664561376,89.30777,39.3650657
SVK,2020,-2.6524911,-4.4577,-4.479087766,-1.280835591,-5.513891,-2.0716,-4.416846481,-2.345246481,-4.456606232,59.7444,0,0,1,1,0,-5.17,-4.4577,-5.738535591,-4.334801114,-2.0716,1,1.936941276,85.41506,39.8513659
SVK,2021,-1.1291201,-5.7199,-5.495027411,-0.991499291,1.523371,-1.2622,-1.015939645,0.246260355,2.975756283,63.0744,0,0,1,0,1,-1.53,-5.7199,-6.711399291,-0.9728637,-1.2622,0,3.149606231,87.995,40.6828864
SWE,1995,-2.345133,-5.6763,-0.14720391,0.642977834,NA,NA,NA,NA,3.859737398,68.6998,0,0,0,0,0,-0.45,-5.6763,-5.033322166,NA,NA,0,2.455148497,2579.685,56.0597407
SWE,1996,-3.0087404,-1.4272,0.17563195,-0.811153522,-0.6636074,4.2491,0.322835859,-3.926264141,1.567112799,69.0562,0,0,0,0,0,-0.23,-1.4272,-2.238353522,2.794968644,4.2491,0,0.533131989,2620.43,57.87862
SWE,1997,-2.4863892,-0.1747,0.29446652,-0.970779136,0.5223512,1.2525,0.11883457,-1.13366543,3.024329213,66.6383,0,0,0,0,0,0.42,-0.1747,-1.145479136,1.092874386,1.2525,0,0.658410323,2700.891,57.189407
SWE,1998,-1.0790652,1.4426,0.439135531,-0.803222342,1.407324,1.6173,0.14466901,-1.47263099,4.221465331,65.8279,0,0,0,0,0,0.93,1.4426,0.639377658,1.784856794,1.6173,1,-0.267132748,2817.349,57.2602135
SWE,1999,0.222035,0.5103,0.392930217,-0.021066081,1.3011002,-0.9323,-0.046205314,0.886094686,4.159466371,60.5061,0,0,0,0,0,1.67,0.5103,0.489233919,-0.150143739,-0.9323,0,0.462175834,2937.007,56.6628571
SWE,2000,1.9003588,2.0855,0.610689055,0.415781622,1.6783238,1.5752,0.217758839,-1.357441161,4.656243578,50.3479,0,0,0,0,0,1.8,2.0855,2.501281622,2.012047702,1.5752,0,0.899143698,3076.995,56.1876726
SWE,2001,0.2697571,1.2573,0.352736639,-0.126180168,-1.6306017,-0.8282,-0.257952416,0.570247584,1.439093811,51.8971,0,0,0,0,0,-0.78,1.2573,1.131119832,-1.370161789,-0.8282,0,2.40595836,3121.596,53.928557
SWE,2002,-0.4954223,-1.1351,0.133662855,-0.006893956,-0.7651794,-2.3924,-0.219073784,2.173326216,2.173136473,49.8057,0,0,0,0,0,-2.05,-1.1351,-1.141993956,-2.273113788,-2.3924,1,2.158482112,3190.175,52.2079516
SWE,2003,-1.0829375,-0.6175,0.080003455,-0.379107159,-0.5875152,0.5176,-0.0536594,-0.5712594,2.283538257,49.2731,0,0,0,0,0,-1.87,-0.6175,-0.996607159,0.145386796,0.5176,0,1.925655339,3263.862,52.56938
SWE,2004,0.3401155,0.014,0.190071034,0.15448033,1.423053,0.6315,0.110067579,-0.521432421,4.245448037,48.4527,0,0,0,0,0,-0.49,0.014,0.16848033,1.165087489,0.6315,0,0.373659822,3405.411,52.6625737
SWE,2005,0.4991575,1.5349,0.327798671,-0.011933128,0.159042,1.5209,0.137727637,-1.383172363,2.818701945,48.6885,0,0,0,0,0,0.67,1.5349,1.522966872,1.354486542,1.5209,0,0.453170854,3502.765,54.1002393
SWE,2006,2.35188,0.8345,0.366735905,1.026270272,1.8527225,-0.7004,0.038937233,0.739337233,4.557331519,43.596,0,0,0,0,0,1.23,0.8345,1.860770272,0.337803401,-0.7004,1,1.360214715,3666.091,53.1894167
SWE,2007,3.1616336,1.5828,0.490630465,1.426077147,0.8097536,0.7483,0.12389456,-0.62440544,3.381402501,38.8967,0,0,0,0,0,1.1,1.5828,3.008877147,1.148106874,0.7483,0,2.212168848,3792.176,52.6218588
SWE,2008,0.4998511,1.6445,0.332087786,0.100508538,-2.6617825,0.0617,-0.158542679,-0.220242679,-0.451577334,37.4978,1,0,0,0,0,-0.79,1.6445,1.745008538,-1.263868609,0.0617,0,3.437049101,3775.09,51.9322864
SWE,2009,-5.299808,2.0945,0.038578314,-2.827239631,-5.7996591,0.45,-0.293509472,-0.743509472,-4.436775847,40.7324,1,0,0,0,0,-4.97,2.0945,-0.732739631,-2.477748169,0.45,0,-0.494460533,3611.259,51.5379806
SWE,2010,-1.3856117,0.6762,0.100285673,-0.759164645,3.9141963,-1.4183,0.061707358,1.480007358,5.781698534,38.1025,0,0,0,0,0,-3.84,0.6762,-0.082964645,0.649774987,-1.4183,1,1.157988018,3826.205,50.3415761
SWE,2011,0.0957854,-0.3906,0.097125577,0.07153793,1.4813971,-1.0668,-0.003160096,1.063639904,3.145344544,37.1638,0,1,0,0,0,-3.82,-0.3906,-0.31906207,-0.236097426,-1.0668,0,2.96115073,3948.465,49.4412814
SWE,2012,-1.9586971,-0.0303,-0.009727861,-1.01067381,-2.0544825,0.3603,-0.106853438,-0.467153438,-0.590041898,37.507,0,1,0,0,0,-3.19,-0.0303,-1.04097381,-0.72191174,0.3603,0,0.888377507,3925.236,49.8707216
SWE,2013,-2.3869377,-0.1426,-0.062895323,-1.231477994,-0.4282406,-0.1123,-0.053167462,0.059132538,1.180777025,40.2548,0,0,0,0,0,-3,-0.1426,-1.374077994,-0.333104184,-0.1123,0,-0.044292948,3971.859,50.185904
SWE,2014,-1.651207,-0.6115,-0.089299497,-0.85675282,0.7357307,-0.4689,-0.026404174,0.442495826,2.623092415,45.0072,0,0,0,0,0,-2.46,-0.6115,-1.46825282,-0.094174825,-0.4689,1,-0.179638585,4077.423,49.1676121
SWE,2015,0.5868568,-0.3122,0.059900184,0.324571291,2.2380638,0.2993,0.149199682,-0.150100318,4.391431162,43.7348,0,0,0,0,0,-1.6,-0.3122,0.012371291,1.48062411,0.2993,0,-0.046784702,4260.47,49.3418566
SWE,2016,0.4357061,0.7938,0.162483354,0.261347302,-0.1511507,1.106,0.102583169,-1.003416831,2.049447762,42.2506,0,0,0,0,0,-1.77,0.7938,1.055147302,1.042776011,1.106,0,0.9842692,4348.687,50.7373561
SWE,2017,0.6747921,1.0496,0.200752427,0.435617569,0.239086,0.2558,0.038269073,-0.217530927,2.535507141,40.7314,0,0,0,0,0,-1.42,1.0496,1.485217569,0.430070267,0.2558,0,1.794499098,4460.358,50.6475328
SWE,2018,0.4546846,0.5669,0.132550609,0.305977121,-0.2201075,-0.4827,-0.068201818,0.414498182,1.931253512,38.9092,0,0,0,0,0,-0.46,0.5669,0.872877121,-0.612340448,-0.4827,1,1.953535332,4547.336,50.6588646
SWE,2019,0.3920314,0.3862,0.10379269,0.272955826,-0.0626532,-0.1807,-0.02875792,0.15194208,1.966728357,34.8979,0,0,0,0,0,-0.1,0.3862,0.659155826,-0.213721295,-0.1807,0,1.784150961,4637.655,49.7252763
SWE,2020,-4.1639481,-0.3668,-0.241664273,-2.467840036,-4.5559795,-0.753,-0.345456963,0.407543037,-2.988392886,39.6381,0,0,1,1,0,-5.17,-0.3668,-2.834640036,-3.493795862,-0.753,0,0.497367281,4501.114,49.8919849
SWE,2021,-1.4108297,0.5409,-0.001472611,-0.810070537,2.7531184,0.9077,0.240191662,-0.667508338,4.688942159,36.6803,0,0,1,0,1,-1.53,0.5409,-0.269170537,2.565469499,0.9077,0,2.163197346,4717.195,49.952697
CAN,1995,-0.57,0.43,0.084173273,-0.348469338,0.36,1.72,1.933676152,0.213676152,NA,100.084,0,0,0,0,0,-0.45,-5.11,-5.458469338,1.413024925,1.2,0,2.19,NA,42.245
CAN,1996,-1.46,3,2.109359869,-0.897952216,-0.89,2.57,2.025186596,-0.544813404,NA,100.244,0,0,0,0,0,-0.23,-2.11,-3.007952216,2.450517122,3,0,1.58,NA,42.811
CAN,1997,-0.16,4.81,4.712313928,-0.101360039,1.3,1.81,2.602954059,0.792954059,NA,95.272,0,0,0,0,0,0.42,0.14,0.038639961,3.046592177,2.25,1,1.61,NA,43.502
CAN,1998,0.45,4.55,4.819253948,0.273319567,0.61,-0.26,0.10694002,0.36694002,NA,93.29,0,0,0,0,0,0.93,-0.13,0.143319567,0.104679606,-0.27,0,0.99,NA,43.549
CAN,1999,2.14,4.58,5.883753758,1.300988925,1.69,0.03,1.06449981,1.03449981,NA,88.966,0,0,0,0,0,1.67,0.39,1.690988925,1.547669358,0.52,0,1.74,NA,43.429
CAN,2000,3.83,3.6,5.87520769,2.280756038,1.69,-0.98,-0.008546068,0.971453932,NA,80.437,0,0,0,0,0,1.8,0.46,2.740756038,1.049767113,0.07,1,2.74,NA,43.197
CAN,2001,2.28,2.13,3.457221497,1.321545281,-1.55,-1.47,-2.417986193,-0.947986193,NA,81.462,0,0,0,0,0,-0.78,-0.78,0.541545281,-2.199210758,-1.24,0,2.51,NA,41.632
CAN,2002,2.3,1.03,2.307672531,1.280731517,0.02,-1.1,-1.149548966,-0.049548966,NA,79.604,0,0,0,0,0,-2.05,-1.52,-0.239268483,-0.780813764,-0.74,0,2.28,NA,40.16
CAN,2003,1.36,0.92,1.667003255,0.751315362,-0.94,-0.11,-0.640669276,-0.530669276,NA,75.912,0,0,0,0,0,-1.87,-0.88,-0.128684638,0.110583845,0.64,0,2.74,NA,40.149
CAN,2004,1.83,1.29,2.299822369,1.011727668,0.47,0.37,0.632819114,0.262819114,NA,71.889,0,0,0,0,0,-0.49,-0.23,0.781727668,0.910412306,0.65,1,1.84,NA,39.902
CAN,2005,2.5,1.22,2.595639447,1.381875874,0.67,-0.07,0.295817078,0.365817078,NA,70.64,0,0,0,0,0,0.67,0.21,1.591875874,0.810148206,0.44,0,2.23,NA,40.074
CAN,2006,2.64,1.02,2.474162466,1.455801529,0.14,-0.2,-0.121476981,0.078523019,NA,69.92,0,0,0,0,0,1.23,0.42,1.875801529,0.283925655,0.21,1,2.02,NA,40.488
CAN,2007,2.36,1.1,2.42397306,1.322668129,-0.28,0.08,-0.050189406,-0.130189406,NA,66.862,0,0,0,0,0,1.1,0.54,1.862668129,-0.013133401,0.12,0,2.13,NA,40.339
CAN,2008,1.15,-0.16,0.470891299,0.626549625,-1.21,-1.26,-1.953081761,-0.693081761,NA,67.886,1,0,0,0,0,-0.79,-0.44,0.186549625,-1.676118503,-0.98,1,2.39,NA,38.96
CAN,2009,-3.58,-0.64,-2.676676873,-2.032414108,-4.73,-0.48,-3.147568173,-2.667568173,NA,79.272,1,0,0,0,0,-4.97,-1.71,-3.742414108,-3.928963734,-1.27,0,0.3,NA,39.539
CAN,2010,-2.38,-2.52,-3.807445082,-1.284904051,1.2,-1.88,-1.130768209,0.749231791,NA,81.218,0,0,0,0,0,-3.84,-3.34,-4.624904051,-0.882489942,-1.63,0,1.77,NA,38.326
CAN,2011,-1.26,-1.98,-2.66670006,-0.686881494,1.12,0.54,1.140745022,0.600745022,NA,81.778,0,1,0,0,0,-3.82,-2.58,-3.266881494,1.358022556,0.76,1,2.89,NA,38.267
CAN,2012,-1.56,-0.94,-1.793168472,-0.855210926,-0.3,1.04,0.873531588,-0.166468412,NA,85.405,0,1,0,0,0,-3.19,-1.63,-2.485210926,0.781670568,0.95,0,1.53,NA,38.402
CAN,2013,-1.37,-0.24,-0.979960076,-0.744243642,0.19,0.7,0.813208396,0.113208396,NA,86.145,0,0,0,0,0,-3,-0.73,-1.474243642,1.010967284,0.9,0,0.92,NA,38.466
CAN,2014,-0.69,0.82,0.447594014,-0.37630903,0.68,1.06,1.42755409,0.36755409,NA,85.598,0,0,0,0,0,-2.46,0.55,0.17369097,1.647934612,1.28,0,1.92,NA,38.545
CAN,2015,-2.08,1.77,0.576037546,-1.190560442,-1.39,0.95,0.128443532,-0.821556468,NA,91.221,0,0,0,0,0,-1.6,1.13,-0.060560442,-0.234251413,0.58,1,1.12,NA,39.957
CAN,2016,-2.89,1.79,0.126814113,-1.67022956,-0.81,0.02,-0.449223433,-0.469223433,NA,91.757,0,0,0,0,0,-1.77,1.23,-0.44022956,-0.379669118,0.1,0,1.44,NA,40.3
CAN,2017,-1.66,1.04,0.088155308,-0.950297495,1.23,-0.75,-0.038658805,0.711341195,NA,88.853,0,0,0,0,0,-1.42,0.84,-0.110297495,0.329932064,-0.39,0,1.6,NA,40.343
CAN,2018,-0.65,0.84,0.459443726,-0.37245244,1.01,-0.2,0.371288418,0.571288418,NA,88.852,0,0,0,0,0,-0.46,0.73,0.35754756,0.467845055,-0.11,0,2.24,NA,41.022
