ccode,year,outputgap,CAPB,primarybalance,cyclicalcomponent,diffoutputgap,diffCAPB,diffprimarybalance,diffcyclicalcomponent,realGDP_growth,PDebt,FinancialCrisis,EuroCrisis,CovidCrisis,CovidOne,CovidTwo,US_outputgap_instrument,CAB,fiscalbalance,difffiscalbalance,diffCAB,Election,inflation,rGDP,TaxRev
CAN,2019,-0.34,0.33,0.135521454,-0.19568815,0.31,-0.51,-0.323922272,0.186077728,NA,87.157,0,0,0,0,0,-0.1,0.2,0.00431185,-0.353235709,-0.53,1,1.96,NA,40.658
CAN,2020,-6.77,-5.71,-10.16096392,-4.451426242,-6.43,-6.04,-10.29648538,-4.256485378,NA,117.755,0,0,1,1,0,-5.17,-6.14,-10.59142624,-10.59573809,-6.34,0,0.73,NA,41.647
CAN,2021,-3.69,-3.06,-5.270436267,-2.212903684,3.08,2.65,4.890527657,2.240527657,NA,112.057,0,0,1,0,1,-1.53,-2.64,-4.852903684,5.738522557,3.5,1,3.4,NA,41.013
CHE,1995,-1.97,-0.3,-1.048846194,-0.750289383,-0.45,0.83,0.661452997,-0.168547003,0.479714084,49.972,0,0,0,0,0,-0.45,-1.07,-1.820289383,0.662622213,0.83,1,1.8,456.6566,31.4619287
CHE,1996,-2.5,-0.23,-1.211562964,-0.98062888,-0.53,0.07,-0.16271677,-0.23271677,0.492678443,51.261,0,0,0,0,0,-0.23,-0.98,-1.96062888,-0.140339497,0.09,0,0.81,458.912,31.9161917
CHE,1997,-1.59,-0.85,-1.462481053,-0.612712591,0.91,-0.62,-0.250918089,0.369081911,2.243808702,53.596,0,0,0,0,0,0.42,-1.68,-2.292712591,-0.332083711,-0.7,0,0.52,469.3255,31.590152
CHE,1998,-0.23,-0.28,-0.370960673,-0.09092386,1.36,0.57,1.09152038,0.52152038,3.019292398,55.84,0,0,0,0,0,0.93,-1.21,-1.30092386,0.991788731,0.47,0,0.02,483.7119,32.3360941
CHE,1999,-0.43,-0.31,-0.474136955,-0.162218417,-0.2,-0.03,-0.103176282,-0.073176282,1.730483554,52.575,0,0,0,0,0,1.67,-1.4,-1.562218417,-0.261294557,-0.19,1,0.81,492.1553,32.6973948
CHE,2000,1.56,0.65,1.287171492,0.635663258,1.99,0.96,1.761308447,0.801308447,3.899383595,52.112,0,0,0,0,0,1.8,-0.35,0.285663258,1.847881675,1.05,0,1.56,511.7254,33.5058141
CHE,2001,1.18,0.65,1.120135368,0.469357366,-0.38,0,-0.167036124,-0.167036124,1.563538412,50.946,0,0,0,0,0,-0.78,-0.26,0.209357366,-0.076305892,0.09,0,0.99,519.7893,32.7365381
CHE,2002,-0.66,-0.5,-0.771216804,-0.268229177,-1.84,-1.15,-1.891352172,-0.741352172,-0.00552162,57.513,0,0,0,0,0,-2.05,-1.46,-1.728229177,-1.937586542,-1.2,0,0.64,519.7606,33.2133984
CHE,2003,-2.45,0.53,-0.452474872,-0.981245556,-1.79,1.03,0.318741933,-0.711258067,-0.046859469,56.686,0,0,0,0,0,-1.87,-0.34,-1.321245556,0.40698362,1.12,1,0.64,519.5171,32.7584676
CHE,2004,-1.67,0.16,-0.50715347,-0.664109199,0.78,-0.37,-0.054678599,0.315321401,2.782471039,57.573,0,0,0,0,0,-0.49,-0.7,-1.364109199,-0.042863643,-0.36,0,0.8,534.1755,32.4078693
CHE,2005,-0.85,0.56,0.223422317,-0.337564383,0.82,0.4,0.730575788,0.330575788,2.841863209,54.64,0,0,0,0,0,0.67,-0.3,-0.637564383,0.726544816,0.4,0,1.17,549.5738,32.4292492
CHE,2006,0.98,1.27,1.653509207,0.390560479,1.83,0.71,1.43008689,0.72008689,3.936495439,48.252,0,0,0,0,0,1.23,0.46,0.850560479,1.488124861,0.76,0,1.06,571.6392,32.07951
CHE,2007,2.51,1.19,2.170536045,0.985358127,1.53,-0.08,0.517026838,0.597026838,3.917955536,44.497,0,0,0,0,0,1.1,0.62,1.605358127,0.754797648,0.16,1,0.73,594.4803,31.6591809
CHE,2008,2.63,1.46,2.498670202,1.034888858,0.12,0.27,0.328134157,0.058134157,2.718235,44.574,1,0,0,0,0,-0.79,0.94,1.974888858,0.369530732,0.32,0,2.43,610.8613,32.5634962
CHE,2009,-1.64,1.64,0.96766754,-0.673988265,-4.27,0.18,-1.531002662,-1.711002662,-2.101549693,42.767,1,0,0,0,0,-4.97,1.16,0.486011735,-1.488877123,0.22,0,-0.48,598.1577,32.9502694
CHE,2010,-0.49,1.01,0.817270681,-0.200181606,1.15,-0.63,-0.150396858,0.479603142,3.215834644,41.144,0,0,0,0,0,-3.84,0.55,0.349818394,-0.136193342,-0.61,0,0.69,617.7061,32.4687549
CHE,2011,-0.52,1.27,1.064325843,-0.205556708,-0.03,0.26,0.247055161,-0.012944839,1.90223626,41.547,0,1,0,0,0,-3.82,0.88,0.674443292,0.324624898,0.33,1,0.23,629.5688,32.7661523
CHE,2012,-1.09,1.03,0.592238315,-0.439325461,-0.57,-0.24,-0.472087528,-0.232087528,1.209834203,42.213,0,1,0,0,0,-3.19,0.67,0.230674539,-0.443768753,-0.21,0,-0.69,637.2318,32.6537043
CHE,2013,-1.13,0.28,-0.171583479,-0.453532032,-0.04,-0.75,-0.763821793,-0.013821793,1.805282467,41.569,0,0,0,0,0,-3,0.03,-0.423532032,-0.65420657,-0.64,0,-0.22,648.8401,32.8934496
CHE,2014,-0.57,0.22,-0.009171539,-0.222996291,0.56,-0.06,0.16241194,0.22241194,2.417387534,41.611,0,0,0,0,0,-2.46,-0.02,-0.242996291,0.180535741,-0.05,0,-0.01,664.7162,32.6656156
CHE,2015,-0.72,1.06,0.763320734,-0.304639875,-0.15,0.84,0.772492273,-0.067507727,1.644184061,41.658,0,0,0,0,0,-1.6,0.84,0.535360125,0.778356416,0.86,1,-1.14,675.7357,33.7685454
CHE,2016,-0.46,0.6,0.408276689,-0.195446825,0.26,-0.46,-0.355044045,0.104955955,2.024545389,40.484,0,0,0,0,0,-1.77,0.43,0.234553175,-0.300806949,-0.41,0,-0.43,689.5557,33.5346757
CHE,2017,-0.43,1.44,1.252375178,-0.179592911,0.03,0.84,0.844098489,0.004098489,1.572390478,41.208,0,0,0,0,0,-1.42,1.29,1.110407089,0.875853914,0.86,0,0.53,700.4839,34.3781142
CHE,2018,0.95,0.97,1.373051518,0.394277863,1.38,-0.47,0.12067634,0.59067634,2.875179856,39.237,0,0,0,0,0,-0.46,0.89,1.284277863,0.173870774,-0.4,0,0.94,720.9164,33.8021483
CHE,2019,0.85,1.03,1.386508189,0.364092828,-0.1,0.06,0.01345667,-0.04654333,1.203712684,39.796,0,0,0,0,0,-0.1,0.97,1.334092828,0.049814965,0.08,1,0.36,729.6466,34.0907437
CHE,2020,-2.85,-1.4,-2.675144483,-1.280462644,-3.7,-2.43,-4.061652671,-1.631652671,-2.421922831,42.383,0,0,1,1,0,-5.17,-1.46,-2.740462644,-4.074555472,-2.43,0,-0.73,712.1874,34.9501667
CHE,2021,-0.4,-0.66,-0.822893193,-0.167718114,2.45,0.74,1.85225129,1.11225129,3.625632598,42.225,0,0,1,0,1,-1.53,-0.67,-0.837718114,1.90274453,0.79,0,0.58,738.4825,34.5657627
GBR,1995,-2.39,-1.19,-2.332751414,-1.134600981,-0.32,1.36,1.151970322,-0.208029678,2.499805859,NA,0,0,0,0,0,-0.45,-3.77,-4.904600981,0.897876788,1.09,0,2.697495183,1276.116,33.8540247
GBR,1996,-2.83,0.4,-0.925229788,-1.328651922,-0.44,1.59,1.407521626,-0.182478374,2.461011803,NA,0,0,0,0,0,-0.23,-2.14,-3.468651922,1.435949058,1.63,0,2.851782364,1307.911,33.5532535
GBR,1997,-0.74,1.01,0.651456973,-0.361908263,2.09,0.61,1.576686761,0.966686761,4.85552655,43.2293,0,0,0,0,0,0.42,-1.71,-2.071908263,1.39674366,0.43,1,2.201143135,1372.984,33.9666277
GBR,1998,-0.46,2.59,2.35044269,-0.241419,0.28,1.58,1.698985716,0.118985716,3.105289102,40.8856,0,0,0,0,0,0.93,-0.09,-0.331419,1.740489263,1.62,0,1.820561637,1416.288,35.3857188
GBR,1999,-0.43,3.06,2.845171092,-0.209590162,0.03,0.47,0.494728403,0.024728403,2.946307362,39.3473,0,0,0,0,0,1.67,0.82,0.610409838,0.941828838,0.91,0,1.752950801,1458.637,36.0352985
GBR,2000,0.26,3.32,3.458498384,0.14617842,0.69,0.26,0.613327292,0.353327292,3.606508997,36.6469,0,0,0,0,0,1.8,1.2,1.34617842,0.735768581,0.38,0,1.182956242,1512.203,37.4312244
GBR,2001,-0.5,2.25,1.988516563,-0.26317842,-0.76,-1.07,-1.469981821,-0.399981821,2.051483891,33.8906,0,0,0,0,0,-0.78,0.46,0.19682158,-1.14935684,-0.74,1,1.532349603,1543.546,36.9233369
GBR,2002,-0.98,0.14,-0.354632349,-0.500190502,-0.48,-2.11,-2.343148912,-0.233148912,2.101001521,34.1386,0,0,0,0,0,-2.05,-1.4,-1.900190502,-2.097012081,-1.86,0,1.520402459,1576.319,36.1434082
GBR,2003,-0.42,-1.4,-1.61401734,-0.210186914,0.56,-1.54,-1.259384991,0.280615009,2.984911949,35.2974,0,0,0,0,0,-1.87,-2.94,-3.150186914,-1.249996412,-1.54,0,1.376500385,1624.08,36.1880838
GBR,2004,-0.22,-1.38,-1.495255194,-0.113563357,0.2,0.02,0.118762146,0.098762146,2.328294202,38.2414,0,0,0,0,0,-0.49,-2.96,-3.073563357,0.076623557,-0.02,0,1.390397567,1662.337,37.273954
GBR,2005,0.4,-1.48,-1.261800235,0.218134056,0.62,-0.1,0.233454958,0.333454958,2.560221648,39.4096,0,0,0,0,0,0.67,-3.19,-2.971865944,0.101697414,-0.23,1,2.08913649,1705.446,37.8774499
GBR,2006,1.25,-1.87,-1.194975453,0.670394943,0.85,-0.39,0.066824782,0.456824782,2.551251815,40.3557,0,0,0,0,0,1.23,-3.57,-2.899605057,0.072260886,-0.38,0,2.455661664,1749.516,38.0781894
GBR,2007,2,-1.99,-0.916461351,1.072494333,0.75,-0.12,0.278514102,0.398514102,2.244115134,41.381,0,0,0,0,0,1.1,-3.8,-2.727505667,0.172099391,-0.23,0,2.386561508,1789.221,38.3724001
GBR,2008,0.43,-3.73,-3.504812041,0.224993969,-1.57,-1.74,-2.58835069,-0.84835069,-0.239888984,49.0384,1,0,0,0,0,-0.79,-5.41,-5.185006031,-2.457500364,-1.61,0,3.521408563,1784.934,39.2651893
GBR,2009,-4.76,-6,-8.460018717,-2.467573843,-5.19,-2.27,-4.955206675,-2.685206675,-4.340223649,62.8484,1,0,0,0,0,-4.97,-7.38,-9.847573843,-4.662567812,-1.97,0,1.961731736,1709.121,36.9855888
GBR,2010,-3.58,-4.59,-6.509234229,-1.923889381,1.18,1.41,1.950784488,0.540784488,2.109048897,73.9931,0,0,0,0,0,-3.84,-7,-8.923889381,0.923684462,0.38,1,2.492654725,1745.55,37.9262434
GBR,2011,-3.16,-2.83,-4.526955695,-1.705564347,0.42,1.76,1.982278534,0.222278534,1.447071398,79.5302,0,1,0,0,0,-3.82,-5.51,-7.215564347,1.708325034,1.49,0,3.856112447,1770.993,38.1433104
GBR,2012,-2.92,-3.91,-5.433888842,-1.529666977,0.24,-1.08,-0.906933147,0.173066853,1.459155708,82.7023,0,1,0,0,0,-3.19,-6.34,-7.869666977,-0.65410263,-0.83,0,2.573234797,1797.024,38.5309248
GBR,2013,-2.46,-1.67,-2.93813031,-1.269492488,0.46,2.24,2.495758532,0.255758532,1.872374857,83.5583,0,0,0,0,0,-3,-4.08,-5.349492488,2.520174489,2.26,0,2.291666667,1830.988,38.2111976
GBR,2014,-1.17,-2.53,-3.131956406,-0.594920276,1.29,-0.86,-0.193826096,0.666173904,2.947308963,85.4611,0,0,0,0,0,-2.46,-4.85,-5.444920276,-0.095427788,-0.77,0,1.451120163,1885.756,37.3470948
GBR,2015,-0.42,-2.31,-2.528235869,-0.211564486,0.75,0.22,0.603720537,0.383720537,2.58880797,86.0254,0,0,0,0,0,-1.6,-4.3,-4.511564486,0.93335579,0.55,1,0.368046842,1935.212,37.5265862
GBR,2016,-0.17,-1.03,-1.125053832,-0.091656197,0.25,1.28,1.403182037,0.123182037,2.238236497,85.8353,0,0,0,0,0,-1.77,-3.17,-3.261656197,1.249908289,1.13,0,1.008417368,1979.015,37.8786872
GBR,2017,-0.1,0.02,-0.033060843,-0.053588483,0.07,1.05,1.091992989,0.041992989,2.111985419,85.1578,0,0,0,0,0,-1.42,-2.37,-2.423588483,0.838067714,0.8,1,2.557755776,2021.256,38.3652426
GBR,2018,-0.43,0.17,-0.054677089,-0.217770466,-0.33,0.15,-0.021616246,-0.171616246,1.637424918,84.4817,0,0,0,0,0,-0.46,-1.97,-2.187770466,0.235818017,0.4,0,2.292839903,2054.625,38.3171295
GBR,2019,-0.57,-0.14,-0.431437729,-0.296136018,-0.14,-0.31,-0.37676064,-0.06676064,1.658160162,83.8338,0,0,0,0,0,-0.1,-1.98,-2.276136018,-0.088365552,-0.01,1,1.738104601,2088.978,38.1709967
GBR,2020,-11.08,-3.63,-9.950750324,-6.317674762,-10.51,-3.49,-9.519312595,-6.029312595,-9.728673384,102.5303,0,0,1,1,0,-5.17,-5.07,-11.38767476,-9.111538744,-3.09,0,0.989486704,1895.321,38.6810523
GBR,2021,-3.35,-3.86,-5.709691145,-1.846081994,7.73,-0.23,4.241059179,4.471059179,7.17742098,102.8357,0,0,1,0,1,-1.53,-6.16,-8.006081994,3.381592768,-1.09,0,2.518371096,2036.357,39.5392971
JPN,1995,-1.01,-2.79,-3.147239718,-0.352054722,1,-0.85,-0.49850948,0.35149052,2.596999043,94.2299,0,0,0,0,0,-0.45,-3.9,-4.252054722,-0.565765771,-0.92,0,-0.12,458228.7,29.6559809
JPN,1996,0.63,-3.98,-3.762445815,0.220083238,1.64,-1.19,-0.615206097,0.574793903,3.085747292,99.1941,0,0,0,0,0,-0.23,-5.12,-4.899916762,-0.64786204,-1.22,1,0.02,472588.9,29.7953683
JPN,1997,0.41,-2.55,-2.402643947,0.149140015,-0.22,1.43,1.359801869,-0.070198131,0.976450539,104.8312,0,0,0,0,0,0.42,-3.69,-3.540859985,1.359056777,1.43,0,1.69,477226.1,30.0607824
JPN,1998,-1.81,-8.02,-8.62465615,-0.595004109,-2.22,-5.47,-6.222012204,-0.752012204,-1.278457852,116.0459,0,0,0,0,0,0.93,-9.27,-9.865004109,-6.324144124,-5.58,0,0.67,471163.8,29.4585398
JPN,1999,-2.92,-4.34,-5.314465987,-0.981776122,-1.11,3.68,3.310190163,-0.369809837,-0.334497888,129.0302,0,0,0,0,0,1.67,-5.57,-6.551776122,3.313227987,3.7,0,-0.35,469590.4,29.3879655
JPN,2000,-0.95,-5.64,-5.964580258,-0.322744151,1.97,-1.3,-0.650114271,0.649885729,2.727117207,135.6473,0,0,0,0,0,1.8,-6.89,-7.212744151,-0.66096803,-1.32,1,-0.54,482572.9,29.5037127
JPN,2001,-1.28,-4.72,-5.158144933,-0.441331415,-0.33,0.92,0.806435325,-0.113564675,0.385374306,144.4434,0,0,0,0,0,-0.78,-5.68,-6.121331415,1.091412737,1.21,0,-0.8,484436.2,30.1907312
JPN,2002,-1.86,-5.79,-6.408395361,-0.619282237,-0.58,-1.07,-1.250250428,-0.180250428,0.041957507,154.2849,0,0,0,0,0,-2.05,-6.58,-7.199282237,-1.077950822,-0.9,0,-0.89,484639.5,28.8434211
JPN,2003,-1.04,-6.31,-6.647747984,-0.336301432,0.82,-0.52,-0.239352623,0.280647377,1.523456678,160.0697,0,0,0,0,0,-1.87,-7.02,-7.356301432,-0.157019196,-0.44,1,-0.26,492079.3,28.5598984
JPN,2004,0.35,-4.89,-4.77849217,0.1073402,1.39,1.42,1.869255815,0.449255815,2.162558294,168.9246,0,0,0,0,0,-0.49,-5.44,-5.3326598,2.023641632,1.58,0,-0.02,502836.7,29.0562785
JPN,2005,1.27,-4.64,-4.207855831,0.43507202,0.92,0.25,0.570636339,0.320636339,1.787828401,174.2932,0,0,0,0,0,0.67,-4.93,-4.49492798,0.83773182,0.51,1,-0.56,511907.4,30.5716302
JPN,2006,1.76,-3.57,-2.942548931,0.627802358,0.49,1.07,1.265306899,0.195306899,1.36300676,174.0333,0,0,0,0,0,1.23,-3.71,-3.082197642,1.412730338,1.22,0,0.23,518932.5,31.5019035
JPN,2007,2.48,-3.6,-2.691973677,0.907047057,0.72,-0.03,0.250575254,0.280575254,1.473066401,172.809,0,0,0,0,0,1.1,-3.88,-2.972952943,0.109244699,-0.17,0,0.07,526633.3,31.687465
JPN,2008,0.66,-3.92,-3.679657807,0.243405183,-1.82,-0.32,-0.98768413,-0.66768413,-1.231842547,180.7147,1,0,0,0,0,-0.79,-4.38,-4.136594817,-1.163641874,-0.5,0,1.38,520185.8,31.5399571
JPN,2009,-5.36,-6.75,-8.597911926,-1.843451632,-6.02,-2.83,-4.918254119,-2.088254119,-5.861725973,198.7026,1,0,0,0,0,-4.97,-7.33,-9.173451632,-5.036856815,-2.95,1,-1.36,490570.4,30.6212046
JPN,2010,-1.66,-7.69,-8.250565586,-0.555105385,3.7,-0.94,0.347346341,1.287346341,4.016184284,205.6931,0,0,0,0,0,-3.84,-8.37,-8.925105385,0.248346247,-1.04,0,-0.62,510673.6,30.2741318
JPN,2011,-1.81,-7.36,-7.999107793,-0.633056835,-0.15,0.33,0.251457792,-0.078542208,0.023808853,219.0945,0,1,0,0,0,-3.82,-8.19,-8.823056835,0.10204855,0.18,0,-0.3,510795.2,31.2428473
JPN,2012,-0.74,-6.97,-7.240715214,-0.266160338,1.07,0.39,0.75839258,0.36839258,1.365375025,226.0928,0,1,0,0,0,-3.19,-7.87,-8.136160338,0.686896497,0.32,1,-0.04,517817.3,32.0226177
JPN,2013,0.82,-7.12,-6.816016141,0.306216986,1.56,-0.15,0.424699073,0.574699073,1.985271184,229.6261,0,0,0,0,0,-3,-7.98,-7.673783014,0.462377324,-0.11,0,0.36,528200.1,32.7403388
JPN,2014,0.43,-4.96,-4.795120129,0.159574966,-0.39,2.16,2.020896012,-0.139103988,0.295775652,233.5278,0,0,0,0,0,-2.46,-5.8,-5.640425034,2.03335798,2.18,1,2.74,529764.7,34.3477297
JPN,2015,1.25,-3.42,-2.932465949,0.486293455,0.82,1.54,1.86265418,0.32265418,1.548564983,228.3968,0,0,0,0,0,-1.6,-4.21,-3.723706545,1.916718489,1.59,0,0.8,538032.3,35.1604355
JPN,2016,1.2,-3.27,-2.808597737,0.46722771,-0.05,0.15,0.123868212,-0.026131788,0.750993882,232.5199,0,0,0,0,0,-1.77,-4.11,-3.64277229,0.080934254,0.1,0,-0.12,542088.1,35.1431559
JPN,2017,2.05,-3.24,-2.430624623,0.807601002,0.85,0.03,0.377973114,0.347973114,1.661457572,231.4161,0,0,0,0,0,-1.42,-3.97,-3.162398998,0.480373293,0.14,1,0.49,551169.9,35.0920403
JPN,2018,1.81,-2.67,-1.936821106,0.732965308,-0.24,0.57,0.493803517,-0.076196483,0.582367671,232.4657,0,0,0,0,0,-0.46,-3.25,-2.517034692,0.645364306,0.72,0,0.98,554389.1,35.7876719
JPN,2019,0.84,-2.91,-2.581088987,0.334275923,-0.97,-0.24,-0.644267881,-0.404267881,-0.240643969,236.1385,0,0,0,0,0,-0.1,-3.39,-3.055724077,-0.538689386,-0.14,0,0.46,553056.6,35.7007774
JPN,2020,-4.26,-6.27,-8.134242568,-1.872796287,-5.1,-3.36,-5.553153581,-2.193153581,-4.611617745,258.9956,0,0,1,1,0,-5.17,-6.7,-8.572796287,-5.51707221,-3.31,0,0,528130.9,37.0899372
JPN,2021,-3.1,-3.7,-5.053092867,-1.348003765,1.16,2.57,3.0811497,0.5111497,1.697286841,264.8947,0,0,1,0,1,-1.53,-4.15,-5.498003765,3.074792522,2.55,0,-0.25,537171.3,33.0508942
KOR,1995,1.47,1.85,2.286677611,0.429158646,1.41,-0.25,0.166297367,0.416297367,9.180007562,8.78,0,0,0,0,0,-0.45,2.4,2.829158646,0.312363807,-0.1,0,4.48,683940.3,16.216
KOR,1996,1.76,1.81,2.33755276,0.527927989,0.29,-0.04,0.050875149,0.090875149,7.594852247,8.08,0,0,0,0,0,-0.23,2.56,3.087927989,0.258769343,0.16,1,4.92,737908,16.904
KOR,1997,1.04,1.13,1.431405156,0.295233671,-0.72,-0.68,-0.906147604,-0.226147604,5.987660025,10.025,0,0,0,0,0,0.42,2.04,2.335233671,-0.752694319,-0.52,0,4.44,783441,16.742
KOR,1998,-9.18,2.17,-0.695596164,-2.871329841,-10.22,1.04,-2.12700132,-3.16700132,-5.265683585,14.321,0,0,0,0,0,0.93,3.1,0.228670159,-2.106563511,1.06,0,7.51,743254.8,17.749
KOR,1999,-3.7,1.71,0.603484629,-1.109229953,5.48,-0.46,1.299080793,1.759080793,10.85578805,16.335,0,0,0,0,0,1.67,2.46,1.350770047,1.122099888,-0.64,0,0.81,828483.4,17.923
KOR,2000,-0.51,3.38,3.210905666,-0.164787565,3.19,1.67,2.607421036,0.937421036,8.673564446,16.682,0,0,0,0,0,1.8,4.31,4.145212435,2.794442388,1.85,1,2.26,903550.9,20.663
KOR,2001,-1.07,2.4,2.051189845,-0.343999368,-0.56,-0.98,-1.159715821,-0.179715821,4.738345685,17.229,0,0,0,0,0,-0.78,3.22,2.876000632,-1.269211803,-1.09,0,4.07,947394.8,20.065
KOR,2002,1.34,2.08,2.500474592,0.42298399,2.41,-0.32,0.449284747,0.769284747,7.441282195,17.041,0,0,0,0,0,-2.05,2.73,3.15298399,0.276983358,-0.49,0,2.76,1020582.4,19.808
KOR,2003,-0.38,-2.04,-2.171366501,-0.12499078,-1.72,-4.12,-4.671841094,-0.551841094,3.098779234,19.803,0,0,0,0,0,-1.87,-2,-2.12499078,-5.27797477,-4.73,0,3.51,1052703.1,20.089
KOR,2004,0.11,-0.19,-0.158823918,0.031932512,0.49,1.85,2.012542583,0.162542583,5.066831708,22.422,0,0,0,0,0,-0.49,-0.11,-0.078067488,2.046923292,1.89,1,3.59,1107416.2,19.291
KOR,2005,0.02,0.78,0.782674645,0.012083455,-0.09,0.97,0.941498563,-0.028501437,4.218307788,25.899,0,0,0,0,0,0.67,1.34,1.352083455,1.430150943,1.45,0,2.75,1155129.7,19.862
KOR,2006,1.04,0.89,1.244183838,0.359456308,1.02,0.11,0.461509193,0.351509193,5.130439698,28.121,0,0,0,0,0,1.23,1.63,1.989456308,0.637372852,0.29,0,2.24,1215939.5,20.693
KOR,2007,2.66,2.16,3.1361735,0.972528263,1.62,1.27,1.891989662,0.621989662,5.637606514,27.431,0,0,0,0,0,1.1,3.09,4.062528263,2.073071956,1.46,0,2.53,1286458.5,22.181
KOR,2008,1.73,1.43,2.053586223,0.61809152,-0.93,-0.73,-1.082587277,-0.352587277,2.968486102,26.949,1,0,0,0,0,-0.79,1.55,2.16809152,-1.894436744,-1.54,1,4.67,1325219.3,21.557
KOR,2009,-1.16,-1.57,-1.976694985,-0.411414701,-2.89,-3,-4.030281207,-1.030281207,0.789573637,29.984,1,0,0,0,0,-4.97,-0.85,-1.261414701,-3.429506221,-2.4,0,2.76,1335724.3,20.598
KOR,2010,1.67,-0.05,0.516062574,0.567743783,2.83,1.52,2.492757559,0.972757559,6.583291665,29.49,0,0,0,0,0,-3.84,0.33,0.897743783,2.159158484,1.18,0,2.94,1426618,20.304
KOR,2011,1.52,0.17,0.706103774,0.538253141,-0.15,0.22,0.190041199,-0.029958801,3.619371123,33.061,0,1,0,0,0,-3.82,0.46,0.998253141,0.100509358,0.13,0,4.03,1479198.4,20.865
KOR,2012,0.19,0.95,1.014206996,0.069919016,-1.33,0.78,0.308103223,-0.471896777,2.374124304,35.039,0,1,0,0,0,-3.19,0.95,1.019919016,0.021665875,0.49,1,2.19,1514736.6,21.37
KOR,2013,-0.17,1.22,1.155660064,-0.058739606,-0.36,0.27,0.141453067,-0.128546933,3.1156638,37.686,0,0,0,0,0,-3,1.34,1.281260394,0.261341378,0.39,0,1.3,1562673.6,20.731
KOR,2014,-0.33,1.41,1.2938453,-0.121654709,-0.16,0.19,0.138185237,-0.051814763,3.152244386,39.707,0,0,0,0,0,-2.46,1.33,1.208345291,-0.072915103,-0.01,0,1.27,1612717.5,20.358
KOR,2015,-0.66,1.54,1.295998946,-0.237405845,-0.33,0.13,0.002153645,-0.127846355,2.770371631,40.784,0,0,0,0,0,-1.6,1.41,1.172594155,-0.035751136,0.08,0,0.71,1658020.4,20.26
KOR,2016,-0.65,2.45,2.203952813,-0.245178721,0.01,0.91,0.907953867,-0.002046133,2.904295771,41.217,0,0,0,0,0,-1.77,2.44,2.194821279,1.022227124,1.03,1,0.97,1706880.3,21.134
KOR,2017,-0.36,2.71,2.567627567,-0.137865738,0.29,0.26,0.363674754,0.103674754,3.1107464,40.05,0,0,0,0,0,-1.42,2.81,2.672134262,0.477312983,0.37,0,1.94,1760811.5,21.826
KOR,2018,-0.17,2.96,2.892327676,-0.070410305,0.19,0.25,0.32470011,0.07470011,2.865940542,40.022,0,0,0,0,0,-0.46,3.09,3.019589695,0.347455433,0.28,0,1.48,1812005.4,22.946
KOR,2019,-0.35,0.9,0.751123607,-0.147616089,-0.18,-2.06,-2.141204069,-0.081204069,2.219171097,42.125,0,0,0,0,0,-0.1,1.1,0.952383911,-2.067205783,-1.99,0,0.38,1852666.4,22.923
KOR,2020,-3.43,-0.79,-2.288925633,-1.495947408,-3.08,-1.69,-3.04004924,-1.35004924,-0.855681967,48.889,0,0,1,1,0,-5.17,-0.72,-2.215947408,-3.168331319,-1.82,1,0.54,1836881.1,22.952
KOR,2021,-1.79,-2.19,-2.949752631,-0.75834922,1.64,-1.4,-0.660826998,0.739173002,3.942419166,49.77,0,0,1,0,1,-1.53,-2.16,-2.91834922,-0.702401812,-1.44,0,2.5,1910745.1,25.663
NZL,1995,1.64,4.62,5.497229206,0.87909215,0.69,-1.02,-0.653518916,0.366481084,4.468522143,43.466,0,0,0,0,0,-0.45,1.53,2.40909215,-0.190905667,-0.56,0,3.75,144.4846,45.318
NZL,1996,1.85,4.11,5.058122706,0.943816941,0.21,-0.51,-0.4391065,0.0708935,3.293948713,37.262,0,0,0,0,0,-0.23,1.52,2.463816941,0.054724791,-0.01,1,2.29,149.3231,42.479
NZL,1997,1.41,2.2,2.918419806,0.721872458,-0.44,-1.91,-2.1397029,-0.2297029,2.952048621,34.645,0,0,0,0,0,0.42,0.15,0.871872458,-1.591944483,-1.37,0,1.19,153.7969,40.597
NZL,1998,-0.99,2.41,1.923706385,-0.488704,-2.4,0.21,-0.994713421,-1.204713421,1.062947758,34.476,0,0,0,0,0,0.93,0.47,-0.018704,-0.890576458,0.32,0,1.27,155.4404,39.679
NZL,1999,0.38,1.19,1.374883771,0.189729718,1.37,-1.22,-0.548822613,0.671177387,5.069249789,32.004,0,0,0,0,0,1.67,-0.41,-0.220270282,-0.201566283,-0.88,1,-0.11,163.5232,38.173
NZL,2000,1.1,2.64,3.177966102,0.542603882,0.72,1.45,1.80308233,0.35308233,2.245948355,30.024,0,0,0,0,0,1.8,1.16,1.702603882,1.922874164,1.57,0,2.62,167.2374,38.492
NZL,2001,0.09,2.79,2.824903525,0.042435598,-1.01,0.15,-0.353062576,-0.503062576,3.758883524,28.159,0,0,0,0,0,-0.78,1.33,1.372435598,-0.330168284,0.17,0,2.63,173.6433,38.542
NZL,2002,1.24,3.88,4.502014358,0.623515585,1.15,1.09,1.677110833,0.587110833,4.935018689,26.396,0,0,0,0,0,-2.05,2.76,3.383515585,2.011079987,1.43,1,2.68,182.4276,39.338
NZL,2003,1.76,3.66,4.566958572,0.906138936,0.52,-0.22,0.064944214,0.284944214,4.454475524,24.717,0,0,0,0,0,-1.87,2.66,3.566138936,0.182623351,-0.1,0,1.75,190.7375,40.379
